ImageFiles,Show Attend And Tell,Novel Object Captioner,Decoupled Novel Object Captioner,Object Classes per Image,Object Instances per Image,Length of Caption
b00003188_21i57n_20150520_123737e.jpg,a woman is sitting at a table with a plate of food.,A woman in a kitchen preparing food in a kitchen.,a woman is sitting at a table with a bicycle,3,10,"[12, 10, 10]"
b00000408_21i57n_20150525_220155e.jpg,a man sitting on a couch with a remote.,A woman is sitting at a table with a large cake.,a woman is standing in front of a dining table,5,7,"[9, 11, 10]"
b00001523_21i57n_20150518_174337e.jpg,a view of a room with a bed.,A small white and blue airplane is on the floor.,a sink sitting on a sink with a sink,0,0,"[8, 10, 9]"
b00000306_21i57n_20150525_204936e.jpg,a group of people standing around a table.,A group of people are sitting around a table.,a group of people sitting around a table,3,7,"[8, 9, 8]"
b00000415_21i57n_20150526_132453e.jpg,a train traveling down a track next to a forest.,A man is sitting on a bench in the middle of a road.,a person is sitting on the side of a road,1,2,"[10, 13, 10]"
b00002993_21i57n_20150517_170614e.jpg,a man standing in front of a fire hydrant.,A man throwing a frisbee in a park.,a man is playing with a bicycle in a park,2,4,"[9, 8, 10]"
b00001162_21i57n_20150508_202222e.jpg,a group of people sitting around a table.,A group of men and woman are enjoying a meal in a restaurant.,a group of people standing around a table,2,4,"[8, 13, 8]"
b00004961_21i57n_20150512_131858e.jpg,a view of a kitchen with a large window.,A kitchen with a large window and a large clock on the wall.,a group of people standing around a table,2,2,"[9, 13, 8]"
b00000339_21i57n_20150525_211112e.jpg,a group of people sitting around a table.,A group of people sitting around a table with a laptop.,a group of people sitting around a table with food,3,9,"[8, 11, 10]"
b00002588_21i57n_20150509_233136e.jpg,a woman and woman playing a video game.,A woman is sitting on a bed with a cat.,a woman is holding a bicycle in her hand,1,4,"[8, 10, 9]"
b00000634_21i57n_20150518_112820e.jpg,a group of people standing around a table.,A man is sitting in a room with a cake,a man and woman are playing a video game,1,4,"[8, 10, 9]"
b00004222_21i57n_20150521_153711e.jpg,a man sitting at a table with a laptop.,A man is holding a dog in front of a man.,a man is holding a bottle in his hand,3,4,"[9, 11, 9]"
b00004778_21i57n_20150522_134455e.jpg,a large building with a clock on it.,A man is standing in front of a building with a large umbrella.,a car is parked on the side of a road,0,0,"[8, 13, 10]"
b00000391_21i57n_20150526_130736e.jpg,a woman is sitting at a table with a glass of wine.,A woman is sitting on a wooden table with a bowl of food.,a man is holding a bicycle in a bicycle,1,3,"[12, 13, 9]"
b00002983_21i57n_20150517_170209e.jpg,a group of people standing next to a fence.,A group of people on a train track.,a person is riding a bicycle down a street,2,4,"[9, 8, 9]"
b00000121_21i57n_20150517_222036e.jpg,a person sitting at a table with a cake.,A man is sitting at a table with a plate of food.,a man is sitting at a table with a plate of food,6,9,"[9, 12, 12]"
b00000166_21i57n_20150517_224334e.jpg,a man standing in a living room with a television.,A man in a red shirt and a red shirt and a white shirt and a red and white.,a man standing in a living room with a cup,5,5,"[10, 19, 10]"
b00002672_21i57n_20150517_143907e.jpg,a person on a beach with a kite.,A person is sitting on a bench with a sky background.,a person is standing on a beach near the ocean,0,0,"[8, 11, 10]"
b00002994_21i57n_20150517_170638e.jpg,a man riding a skateboard in the water.,A man is riding a skateboard down a street.,a man is flying a bicycle in the park,3,6,"[8, 9, 9]"
b00000659_21i57n_20150518_113925e.jpg,a man and woman standing in a kitchen.,A man is standing in front of a table with a cake.,a man and woman are cutting a bicycle,1,3,"[8, 12, 8]"
b00000433_21i57n_20150525_221934e.jpg,a man sitting on a couch in a room.,A man in a room with a large mirror.,a group of people standing around a room,3,5,"[9, 9, 8]"
b00004646_21i57n_20150522_021352e.jpg,a person sitting at a table with a laptop.,A man is sitting at a table with a large piece of paper.,a group of people sitting around a table,1,3,"[9, 13, 8]"
b00002608_21i57n_20150517_141539e.jpg,a person on a beach flying a kite.,A man is sitting on a bench with a kite.,a person is flying a kite on the beach,1,1,"[8, 10, 9]"
b00002812_21i57n_20150517_153743e.jpg,a couple of people standing next to each other.,A man standing in front of a large truck.,a man and a woman are standing next to each other,2,3,"[9, 9, 11]"
b00003060_21i57n_20150517_173732e.jpg,a train is parked in front of a building.,A man is sitting on a bench in front of a building.,a car tower with a car on the side of it,1,2,"[9, 12, 11]"
b00002674_21i57n_20150517_143956e.jpg,a person flying a kite on a beach.,A man is flying a kite in the sky.,a kite flying over a beach with a kite,1,1,"[8, 9, 9]"
b00000359_21i57n_20150525_212422e.jpg,a group of people sitting around a table.,A group of people are standing around a table with a large large large large large flying overhead.,a group of people sitting around a table with a bowl,4,5,"[8, 18, 11]"
b00004890_21i57n_20150512_124839e.jpg,a person sitting on a bench holding a sandwich.,A person holding a piece of bread in a glass.,a woman is sitting on a bicycle with a person,1,2,"[9, 10, 10]"
b00000077_21i57n_20150517_215924e.jpg,a group of people sitting around a table.,A man sitting at a table with a plate of food.,a man is sitting at a table with a bowl,5,7,"[8, 11, 10]"
b00002228_21i57n_20150509_182811e.jpg,a group of people sitting at a table.,A man sitting at a table with a laptop and a laptop.,a man sitting at a table with a cup,2,4,"[8, 12, 9]"
b00000230_21i57n_20150517_231418e.jpg,a couple of people sitting at a table.,A woman is sitting at a table with a plate of food.,a man sitting at a table with a knife,5,11,"[8, 12, 9]"
b00003104_21i57n_20150517_175622e.jpg,a man is holding a glass of wine.,A man in a blue shirt and a cell phone.,a man in a suit is holding a cell phone,2,3,"[8, 10, 10]"
b00005295_21i57n_20150523_123527e.jpg,a woman riding a bike on a city street.,A man is riding a bicycle with a racket.,a man riding a bicycle down a street,3,7,"[9, 9, 8]"
b00002320_21i57n_20150519_155223e.jpg,a man is standing in front of a refrigerator.,A man is standing in front of a refrigerator.,a man standing in front of a refrigerator,3,5,"[9, 9, 8]"
b00000651_21i57n_20150526_155157e.jpg,a group of people sitting at a table.,A man is eating a hot dog in a restaurant.,a man is holding a bicycle in a restaurant,3,8,"[8, 10, 9]"
b00002513_21i57n_20150517_133727e.jpg,a couple of people sitting on top of a motorcycle.,A woman standing next to a car on a city street.,a woman sitting on a car with a car,2,2,"[10, 11, 9]"
b00005577_21i57n_20150523_172510e.jpg,a person riding a bike down a street.,A man riding a bike down a road next to a man on a bike.,a man riding a bicycle down a road,2,4,"[8, 15, 8]"
b00002929_21i57n_20150517_163822e.jpg,a man sitting at a table with a plate of food.,A woman is sitting on a table with a plate of food.,a woman sitting at a table with a plate of food,2,4,"[11, 12, 11]"
b00000050_21i57n_20150524_165440e.jpg,a group of people walking down a street.,A large group of people are walking down a street.,a city street with a lot of people walking around it,2,8,"[8, 10, 11]"
b00004311_21i57n_20150521_232655e.jpg,a city street with a bus parked on the side of it.,A man is sitting on a bench with a large window.,a bicycle parked on a city street,1,1,"[12, 11, 7]"
b00003056_21i57n_20150517_173547e.jpg,a view of a city street with a traffic light.,A person is riding a skateboard on a city street.,a person is driving down a street with a person,2,4,"[10, 10, 10]"
b00005270_21i57n_20150523_122006e.jpg,a man and a woman are riding a bike.,A man is standing in front of a large window.,a man riding a bike down a street,2,5,"[9, 10, 8]"
b00000871_21i57n_20150518_130336e.jpg,a man in a kitchen preparing food in a kitchen.,A kitchen with a large window and a large white sink.,a man in a kitchen preparing food in a kitchen,4,4,"[10, 11, 10]"
b00002564_21i57n_20150517_135804e.jpg,a person on a beach with a frisbee.,A man standing on a beach holding a surfboard.,a man is flying a kite on the beach,1,2,"[8, 9, 9]"
b00000350_21i57n_20150518_001944e.jpg,two people sitting at a table with wine glasses.,A man in a kitchen with a sink and a bowl of food.,a person sitting on a table in a bathroom,6,8,"[9, 13, 9]"
b00000223_21i57n_20150517_231056e.jpg,a group of people sitting at a table with wine glasses.,A man in a kitchen with a wine glass.,a group of people sitting at a table with wine glasses,4,8,"[11, 9, 11]"
b00004199_21i57n_20150512_070212e.jpg,a man is taking a picture of himself in a bathroom.,A very little boy in a bathroom with a toilet and a sink.,a bathroom with a toothbrush and a toothbrush,2,2,"[11, 13, 8]"
b00000621_21i57n_20150526_153608e.jpg,a man sitting at a desk with a laptop.,A large white airplane sitting on top of a kitchen counter.,a person sitting on a desk next to a person,0,0,"[9, 11, 10]"
b00003286_21i57n_20150517_191245e.jpg,a man is sitting in front of a window.,A woman is sitting on a bench with her hand up her face.,a woman is sitting on a bicycle with a bicycle,1,1,"[9, 13, 10]"
b00002916_21i57n_20150517_162048e.jpg,a man is playing a video game in a living room.,A man is sitting in a room with a large window.,a man is taking a picture of himself in a mirror,1,3,"[11, 11, 11]"
b00002906_21i57n_20150510_165305e.jpg,a man is holding a kite in the air.,A man holding a baseball bat while standing in a field.,a man holding a bicycle in his hand,2,2,"[9, 11, 8]"
b00002977_21i57n_20150517_165946e.jpg,a man is sitting on the ground with a dog.,A man holding a frisbee in his hand.,a man is holding a car in his hand,1,2,"[10, 8, 9]"
b00005131_21i57n_20150522_220850e.jpg,a man sitting at a table with a pizza.,A man is sitting at a table with a plate of food.,a man sitting at a table with a plate of food,5,8,"[9, 12, 11]"
b00005406_21i57n_20150523_134852e.jpg,a man riding a bike down a road.,A man riding a bicycle on a sidewalk next to a tree.,a man riding a bicycle down a street,2,3,"[8, 12, 8]"
b00002656_21i57n_20150517_143152e.jpg,a person on a beach flying a kite.,A person on a beach with a kite in the sky.,a kite flying a kite on a beach,2,5,"[8, 11, 8]"
b00000274_21i57n_20150517_233558e.jpg,a group of people sitting at a table with wine glasses.,A man is sitting at a table with a bowl of food.,a person sitting at a table with a wine glass of coffee,4,6,"[11, 12, 12]"
b00000373_21i57n_20150518_003042e.jpg,a woman sitting at a table in a room.,A man standing in a kitchen with a large mirror.,a group of people sitting around a table,4,6,"[9, 10, 8]"
b00005094_21i57n_20150522_214426e.jpg,a couple of people standing next to each other.,A woman in a blue shirt and a white shirt and a glass of wine.,a man and woman are sitting at a table,5,6,"[9, 15, 9]"
b00002819_21i57n_20150517_154036e.jpg,a picture of a person in a room.,A small white and white dog is sitting on a car.,a person is standing in front of a book,0,0,"[8, 11, 9]"
b00002535_21i57n_20150517_134640e.jpg,a person flying a kite on a beach.,A man is sitting on a wooden bench in the ocean.,a kite is flying over the ocean with a kite,4,4,"[8, 11, 10]"
b00000376_21i57n_20150518_003207e.jpg,a man and a woman standing in a kitchen.,A man standing in a kitchen holding a nintendo wii game controller.,a man standing in a kitchen with a bowl,3,6,"[9, 12, 9]"
b00000771_21i57n_20150526_171225e.jpg,a man holding a wii remote in his hand.,A man in a blue shirt is holding a blue and white bag.,a man in a blue shirt and car,1,1,"[9, 13, 8]"
b00005076_21i57n_20150522_213026e.jpg,a view of a street with a street sign.,A large group of people sitting on a wooden bench.,a bicycle parked on a sidewalk near a building,2,2,"[9, 10, 9]"
b00004716_21i57n_20150522_130422e.jpg,a little girl standing next to a little girl.,A man is holding a pink teddy bear.,a woman holding a tie in her hand,1,1,"[9, 8, 8]"
b00003296_21i57n_20150517_191317e.jpg,a man sitting on a motorcycle with a man.,A man in a blue shirt and a black shirt and a red tie.,a man in a suit and tie is holding a cell phone,2,2,"[9, 14, 12]"
b00004776_21i57n_20150522_134338e.jpg,a man and a woman sitting on a boat.,A woman is holding a dog in her hand.,a woman sitting on a dining table with a sandwich,1,2,"[9, 9, 10]"
b00000078_21i57n_20150517_215953e.jpg,a man sitting at a table with a laptop.,A young child in a large room with a large window.,a man sitting at a table with a person,2,3,"[9, 11, 9]"
b00005362_21i57n_20150523_132101e.jpg,a man riding a skateboard down a street.,A man riding a bicycle next to a man in a bicycle.,a man riding a bicycle down a street,2,4,"[8, 12, 8]"
b00000652_21i57n_20150526_155239e.jpg,a man and a woman are cutting a cake.,A man is eating a hot dog in a large cake.,a woman is holding a cup in her hand,4,10,"[9, 11, 9]"
b00005582_21i57n_20150523_172513e.jpg,a couple of people riding bikes down a street.,A woman is holding a girl in a park.,a man riding a bike down a street,2,6,"[9, 9, 8]"
b00002671_21i57n_20150510_001013e.jpg,a man holding a nintendo wii game controller.,A man and woman in a black and white dress playing a game of nintendo wii.,a man and woman are playing a video game,3,6,"[8, 16, 9]"
b00004787_21i57n_20150522_135032e.jpg,a man holding a piece of food in his hand.,A man and woman in a bathroom with a lady holding a cell phone.,a woman is holding a handbag in her hand,1,1,"[10, 14, 9]"
b00000633_21i57n_20150518_112753e.jpg,a group of people sitting around a table.,A man in a restaurant eating a piece of food.,a man and woman are standing in a kitchen,2,9,"[8, 10, 9]"
b00002813_21i57n_20150517_153808e.jpg,a large building with a clock on it.,A large building with a large clock on the front.,a bicycle is parked on the side of a street,0,0,"[8, 10, 10]"
b00002504_21i57n_20150517_133349e.jpg,a view of a field with mountains in the background.,A man is flying a kite in the middle of a field.,a person is flying over a mountain range,0,0,"[10, 12, 8]"
b00002965_21i57n_20150517_165450e.jpg,a group of people standing outside of a building.,A group of people sitting on a bench in the rain.,a group of people riding bikes down a street,3,9,"[9, 11, 9]"
b00005704_21i57n_20150524_021416e.jpg,a man and a woman are playing a video game.,A man is holding a dark light in a dark room.,a man is holding a bicycle in his hand,1,2,"[10, 11, 9]"
b00000859_21i57n_20150518_130158e.jpg,a man is cutting a piece of cake.,A person holding a keyboard in their hands.,a man is holding a book computer on a table,3,3,"[8, 8, 10]"
b00002792_21i57n_20150517_152916e.jpg,a group of people standing in a room.,A man in a store filled with lots of filled filled with lots of unk.,a book is standing in front of a store,1,2,"[8, 15, 9]"
b00004327_21i57n_20150521_233551e.jpg,a person is eating a slice of pizza.,A blurry image of a man in a restaurant eating a sandwich.,a woman is sitting at a table with a cup,2,5,"[8, 12, 10]"
b00005705_21i57n_20150524_021416e.jpg,a person is standing in the rain with a umbrella.,A woman is holding a dark light in her hand.,a person is standing in front of a window,1,2,"[10, 10, 9]"
b00003161_21i57n_20150520_122514e.jpg,a person holding a cell phone in their hand.,A person is holding a glass of wine in front of a glass of wine,a person holding a car in their hand,1,1,"[9, 15, 8]"
b00003041_21i57n_20150517_172859e.jpg,a man is playing a game of frisbee.,A man is holding a large needle in his hand.,a man is doing a trick on a bicycle,2,11,"[8, 10, 9]"
b00004728_21i57n_20150522_131259e.jpg,a man standing next to a man in a park.,A man is standing in front of a large window.,a man in a suit and bicycle standing in front of a building,1,1,"[10, 10, 13]"
b00000663_21i57n_20150526_160003e.jpg,two men standing next to each other in a room.,A man in a red shirt and a striped shirt and a red tie.,a man in a red shirt and a chair,1,2,"[10, 14, 9]"
b00001815_21i57n_20150519_085651e.jpg,a laptop computer sitting on top of a table.,A large red and white train is shown.,a cell phone is sitting on a cell phone with a sink,2,2,"[9, 8, 12]"
b00000093_21i57n_20150517_220708e.jpg,a group of people sitting at a table with wine glasses.,A man sitting at a table with a plate of food.,a man sitting at a table with a wine glass,6,10,"[11, 11, 10]"
b00003282_21i57n_20150517_191242e.jpg,a man in a hat is looking at the camera.,A woman is sitting on a chair with her hand up to her head.,a man sitting on a car with a car,1,1,"[10, 14, 9]"
b00004261_21i57n_20150521_155519e.jpg,a woman is sitting at a table with a laptop.,A man sitting on a desk in a room.,a person sitting on a laptop with a laptop,3,3,"[10, 9, 9]"
b00004751_21i57n_20150522_132720e.jpg,a person is holding a piece of cake.,A woman sitting on a bench with a dog on her lap.,a man sitting on a cake with a cake,1,2,"[8, 12, 9]"
b00000601_21i57n_20150526_152453e.jpg,a man sitting at a desk with a laptop.,A large white kitchen with a large window.,a suitcase is sitting on a tv in a room,0,0,"[9, 8, 10]"
b00000047_21i57n_20150517_214452e.jpg,a group of people playing a video game.,A man in a room with a wii remote in his hand.,a group of people standing around a table,4,6,"[8, 12, 8]"
b00005717_21i57n_20150524_022257e.jpg,a man and a woman standing in a room.,A man is standing in front of a phone.,a man is standing in a room with a person,1,2,"[9, 9, 10]"
b00000416_21i57n_20150526_132535e.jpg,a train traveling down the tracks near a bridge.,A large boat is traveling down a river,a bicycle tower with a bicycle on the side of it,0,0,"[9, 8, 11]"
b00003089_21i57n_20150510_182311e.jpg,a group of people playing a game of frisbee.,A man in a green shirt and a black and white frisbee.,a group of people standing around a bicycle,3,10,"[9, 12, 8]"
b00003107_21i57n_20150517_175733e.jpg,a view of a city bus in a city.,A view of a car traveling down a city street,a car is sitting on a car in the rain,1,1,"[9, 10, 10]"
b00000224_21i57n_20150517_231125e.jpg,a group of people sitting at a table with wine glasses.,A woman is sitting at a table with a plate of food.,a man and woman are cutting a knife,4,7,"[11, 12, 8]"
b00000335_21i57n_20150525_210842e.jpg,a group of people sitting around a table.,A group of people sitting around a table with food.,a group of people sitting around a table with a bicycle,3,9,"[8, 10, 11]"
b00002666_21i57n_20150517_143642e.jpg,a person flying a kite on a beach.,A person on a beach flying a kite.,a person on a beach flying a kite,2,2,"[8, 8, 8]"
b00000380_21i57n_20150525_214322e.jpg,a group of people sitting around a table.,A man is holding a wii remote in his hand.,a man and woman are playing a video game,5,10,"[8, 10, 9]"
b00003290_21i57n_20150517_191248e.jpg,a man in a black shirt holding a remote.,A person is taking a picture of a person in a bathroom.,a man holding a bicycle in his hand,1,1,"[9, 12, 8]"
b00003033_21i57n_20150517_172458e.jpg,a car parked on the side of a street.,A man is walking down a street with a truck.,a car is driving down a street with a car,2,7,"[9, 10, 10]"
b00002599_21i57n_20150517_141203e.jpg,a person on a beach flying a kite.,A person on a beach flying a kite.,a man is flying a boat on the beach,0,0,"[8, 8, 9]"
b00000386_21i57n_20150525_214707e.jpg,a group of people sitting around a table.,A group of people are sitting at a table.,a group of people standing around a table,4,12,"[8, 9, 8]"
b00000162_21i57n_20150517_224059e.jpg,a group of people sitting at a table with wine glasses.,A group of people sitting at a table with food.,a man and woman sitting at a table with food,4,9,"[11, 10, 10]"
b00004356_21i57n_20150521_234931e.jpg,a group of people sitting at a table.,A group of people sitting around a table with a large white cake.,a group of people sitting around a table with food,2,7,"[8, 13, 10]"
b00004260_21i57n_20150521_155452e.jpg,a group of people sitting in a room.,A group of people are sitting at a table.,a group of people sitting at a table with laptops,4,12,"[8, 9, 10]"
b00002532_21i57n_20150517_134528e.jpg,a person on a beach flying a kite.,A man is flying a kite in the sky.,a man is flying a kite on the beach,2,2,"[8, 9, 9]"
b00002587_21i57n_20150517_140711e.jpg,a man flying a kite on a beach.,A man is flying a kite on a beach.,a man is flying a kite on the beach,1,2,"[8, 9, 9]"
b00000090_21i57n_20150517_220544e.jpg,a group of people sitting around a table.,A man is sitting on a white and blue shirt and a white shirt and a black and white.,a man sitting at a table with a wine glass,2,5,"[8, 19, 10]"
b00004301_21i57n_20150521_232216e.jpg,a city street with a bus and a car.,A man is riding a motorcycle down a street.,a car parked on a street next to a building,1,10,"[9, 9, 10]"
b00004645_21i57n_20150522_021326e.jpg,a group of people sitting around a table.,A man in a restaurant talking on a cell phone.,a group of people sitting around a table with food,1,5,"[8, 10, 10]"
b00005271_21i57n_20150523_122043e.jpg,a woman is standing next to a motorcycle.,A man is standing in front of a building with a bicycle.,a man is riding a person on a street,2,8,"[8, 12, 9]"
